name,title,source,courtesy_name,pseudonym,birth_year,birth_year_type,death_year,death_year_type,native_place,hometown_province,hometown_city,hometown_county,town,village,source_area,period,faction,summary,crimes,fate,residence_changes,harm_level,harm_name,harm_desc,period_raw,period_note,period_start,period_end,merged_count
丁默邨,伪特工总部（76号）副主任,hanjian,,,,,,,上海杨浦；上海_黄浦,,,,,,上海_杨浦；上海_黄浦,1939-1945,,,与李士群共同指挥特务活动，在杨浦地区制造白色恐怖。；与李士群共同领导76号，策划破坏中共地下组织，残害进步人士，参与“清乡”行动。,未知,,A,甲级,特工总部主任,1939-1940年；1939-1945年,,1939,1945,2
汪曼云,伪江苏省政府委员兼伪上海特别市社会局局长,hanjian,,,,,,,上海杨浦,,,,,,上海_杨浦,1940-1943,,,负责伪社会事务，在杨浦地区推行奴化教育，组织汉奸团体。,未知,,B,乙级,市县厅局级,1940-1943年,,1940,1943,1
罗君强,伪上海特别市秘书长,hanjian,,,,,,,上海杨浦；上海闵行,,,,,,上海_杨浦；上海_闵行,1940-1945,,,协助陈公博处理伪市府事务，参与对杨浦地区工厂的掠夺和控制。；协助周佛海管理伪上海事务，在闵行地区推行保甲制度，强化汉奸统治。,未知,,B,乙级,市县厅局级,1940-1944年；1940-1945,,1940,1945,2
苏成德,伪上海特别市保安司令部副司令,hanjian,,,,,,,上海杨浦,,,,,,上海_杨浦,1941-1945,,,指挥伪保安队在杨浦地区巡逻、镇压罢工和抗日活动。,未知,,B,乙级,市县厅局级,1941-1945年,,1941,1945,1
胡兰成,伪《中华日报》总主笔,hanjian,,,,,,,上海杨浦；辽宁沈阳和平；江苏南京；江苏南京鼓楼,上海,杨浦,六合,,,上海_杨浦；江苏_南京_六合；江苏_南京_鼓楼,1940-1945,,,汪伪宣传喉舌，在杨浦地区发行报纸，鼓吹“和平救国”汉奸理论。；在南京为汪伪政权进行舆论宣传，撰写汉奸理论文章。；在南京鼓楼区从事汉奸舆论宣传，为汪伪政权辩护。,未知,,D,丁级,无明确职位或一般帮凶,1940-1945年；1940-1945,,1940,1945,3
林柏生,伪行政院宣传部长,hanjian,,,,,,,上海杨浦,,,,,,上海_杨浦,1940-1945,,,主管汪伪宣传，其下属机构在杨浦地区张贴标语、发放传单，美化日军侵略。,未知,,A,甲级,省部级/大军区级要员,1940-1945年,,1940,1945,1
陈春圃,伪上海特别市教育局长,hanjian,,,,,,,上海杨浦；上海虹口,,,,,,上海_杨浦；上海_虹口,1941-1945,,,在杨浦地区学校推行日伪奴化教材，强迫学生参加“中日亲善”活动。；在虹口各学校推行奴化教育，强制学习日语，删改历史教材，迫害爱国教师。,未知,,B,乙级,市县厅局级,1941-1944年；1941-1945,,1941,1945,2
袁履登,伪上海特别市商会会长,hanjian,,,,,,,上海杨浦；河南郑州中牟,上海,杨浦,,,,上海_杨浦；上海_黄浦,1938-1945,,,控制杨浦地区工商界，为日军征用工厂物资，强迫工人为日军生产。；强迫商户向日军缴纳“慰劳金”，组织商人向日军提供粮食、棉布等战略物资，从中牟利。,未知,,C,丙级,基层头目,1940-1945年；1938-1945年,,1938,1945,2
闻兰亭,伪上海特别市商会名誉会长,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1941-1945,,,协助日伪在杨浦地区（如杨树浦工业区）推行经济统制，压榨工人。,未知,,C,丙级,基层头目,1941-1945年,,1941,1945,1
林康侯,伪上海特别市银行业同业公会理事长,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1942-1945,,,为日伪在杨浦地区工厂提供金融支持，协助发行军用票，掠夺资源。,未知,,D,丁级,无明确职位或一般帮凶,1942-1945年,,1942,1945,1
唐寿民,伪上海特别市交通银行总经理,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1943-1945,,,参与日伪对杨浦地区码头和交通设施的控制，为日军运输物资。,未知,,D,丁级,无明确职位或一般帮凶,1943-1945年,,1943,1945,1
周作民,伪上海特别市金城银行董事长,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1943-1945,,,与日伪合作，在杨浦地区投资军工相关产业，支持侵略战争。,未知,,D,丁级,无明确职位或一般帮凶,1943-1945年,,1943,1945,1
张啸林,伪上海特别市维持会会长（未就任）,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1937-1940,,,青帮头目，曾与日伪勾结，在杨浦地区（原租界东区）经营赌场和烟馆，为日军提供情报，后被暗杀。,被锄奸,,C,丙级,基层维持会/地方自治头目,1937-1940年,,1937,1940,1
黄金荣,伪上海特别市维持会顾问（名义）,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1938-1945,,,虽未公开任职，但默许门徒在杨浦地区为日伪效力，其势力范围覆盖杨树浦一带。,未知,,C,丙级,基层维持会/地方自治头目,1938-1945年,,1938,1945,1
杜月笙,（未任伪职，但部分门徒投敌）,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1937-1945,,,本人流亡香港，但其门徒如万墨林等在上海杨浦地区为日伪传递情报，参与经济投机。,未知,,D,丁级,无明确职位或一般帮凶,1937-1945年,,1937,1945,1
万墨林,伪上海特别市粮食统制委员会专员,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1942-1945,,,在杨浦地区负责粮食配给，克扣口粮，导致平民饥荒。,未知,,D,丁级,无明确职位或一般帮凶,1942-1945年,,1942,1945,1
吴四宝,伪特工总部（76号）行动队长,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1939-1942,,,率特务在杨浦地区（如临青路、长阳路）绑架、勒索、杀害抗日人士和普通市民。,未知,,C,丙级,基层头目,1939-1942年,,1939,1942,1
张国震,伪特工总部（76号）杨浦区站长,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1940-1943,,,在杨浦区设立特务据点，破坏地下抗日组织，逮捕进步工人。,未知,,D,丁级,无明确职位或一般帮凶,1940-1943年,,1940,1943,1
陈明楚,伪上海特别市沪东区警察署署长,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1941-1945,,,直接指挥杨浦地区伪警察，参与“清乡”行动，抓捕抗日群众。,未知,,D,丁级,无明确职位或一般帮凶,1941-1945年,,1941,1945,1
王永康,伪上海特别市沪东区保甲长总联保主任,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1942-1945,,,在杨浦地区推行保甲制度，监视居民，强迫青壮年充当日军劳役。,未知,,C,丙级,基层头目,1942-1945年,,1942,1945,1
赵刚,伪上海特别市沪东区税务局长,hanjian,,,,,,,上海杨浦,,,,,,上海_杨浦,1943-1945,,,在杨浦地区横征暴敛，为日伪筹集军费，中饱私囊。,未知,,B,乙级,市县厅局级,1943-1945年,,1943,1945,1
钱大槐,伪上海特别市沪东区法院院长,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1942-1945,,,审判抗日志士，以“反日”罪名判处监禁或死刑，助纣为虐。,未知,,D,丁级,无明确职位或一般帮凶,1942-1945年,,1942,1945,1
孙耀荣,伪上海特别市沪东区监狱典狱长,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1941-1945,,,在杨浦地区监狱虐待抗日人士，克扣囚粮，致多人死亡。,未知,,D,丁级,无明确职位或一般帮凶,1941-1945年,,1941,1945,1
周文瑞,伪上海特别市沪东区工务局长,hanjian,,,,,,,上海杨浦,,,,,,上海_杨浦,1942-1945,,,为日军在杨浦地区修建军事设施和道路，强拆民房。,未知,,B,乙级,市县厅局级,1942-1945年,,1942,1945,1
黄庆澜,伪上海特别市沪东区卫生局长,hanjian,,,,,,,上海杨浦,,,,,,上海_杨浦,1943-1945,,,配合日军在杨浦地区进行防疫“扫荡”，掩盖细菌战罪行。,未知,,B,乙级,市县厅局级,1943-1945年,,1943,1945,1
沈骏声,伪上海特别市沪东区公用事业管理局长,hanjian,,,,,,,上海杨浦,,,,,,上海_杨浦,1942-1945,,,控制杨浦地区水电供应，优先供日军使用，限制平民用水用电。,未知,,B,乙级,市县厅局级,1942-1945年,,1942,1945,1
陈群,伪内政部长（曾管辖上海）,hanjian,,,,,,,上海杨浦,,,,,,上海_杨浦,1940-1943,,,汪伪内政部长，其政策影响杨浦地区，支持特务镇压活动。,未知,,A,甲级,省部级/大军区级要员,1940-1943年,,1940,1943,1
梅思平,伪工商部长,hanjian,,,,,,,上海杨浦,,,,,,上海_杨浦,1940-1943,,,制定经济统制政策，导致杨浦地区工厂被日军接管，工人失业。,未知,,A,甲级,省部级/大军区级要员,1940-1943年,,1940,1943,1
褚民谊,伪外交部长（兼）,hanjian,,,,,,,上海杨浦,,,,,,上海_杨浦,1940-1945,,,代表汪伪政权与日本签订卖国条约，间接影响杨浦地区主权。,未知,,A,甲级,省部级/大军区级要员,1940-1945年,,1940,1945,1
梁鸿志,伪维新政府行政院长（早期）,hanjian,,,,,,,上海杨浦,,,,,,上海_杨浦,1938-1940,,,在杨浦地区（原公共租界东区）推行日伪统治，设立维持会。,未知,,S,特级,伪政权最高层/元首级,1938-1940年,,1938,1940,1
温宗尧,伪维新政府立法院长,hanjian,,,,,,,上海杨浦；安徽安庆；安徽芜湖；江苏南京；浙江宁波；江苏南京江宁,,,,,,上海_杨浦；安徽_安庆_大观；安徽_芜湖_鸠江；江苏_南京；江苏_南京_六合；浙江_宁波_奉化；浙江_宁波_鄞州,1938-1940,,,参与建立伪政权，其势力在杨浦地区征收捐税。；参与伪维新政府对安徽的统治，安庆、大观地区曾在其治下。；参与伪维新政府对安徽的统治，影响芜湖鸠江地区。；参与组建南京伪维新政府，后任汪伪中央政治委员，战后被捕；原国民党官员，参与伪维新政府，在南京活动。；广东人，参与策划对浙江沿海的占领，支持伪宁波维持会。；原为外交官，后投日，参与对浙江宁波地区的殖民统治策划。,未知,,S,特级,伪政权最高层/元首级,1938-1940年；1938-1940,,1938,1940,7
陈中孚,伪维新政府内政部长,hanjian,,,,,,,上海杨浦,,,,,,上海_杨浦,1938-1940,,,在杨浦地区组织伪警察，协助日军维持治安。,未知,,A,甲级,省部级/大军区级要员,1938-1940年,,1938,1940,1
任援道,伪维新政府绥靖军司令,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1938-1940,,,其伪军在杨浦地区驻扎，镇压工人罢工。,未知,,C,丙级,基层头目,1938-1940年,,1938,1940,1
高冠吾,伪江苏省长（管辖杨浦部分华界）,hanjian,,,,,,,上海杨浦,,,,,,上海_杨浦,1940-1943,,,对杨浦地区（原华界部分）实施日伪统治，推行保甲。,未知,,A,甲级,省部级/大军区级要员,1940-1943年,,1940,1943,1
李圣五,伪教育部长,hanjian,,,,,,,上海杨浦；江苏南京；陕西_西安,,,,,,上海_杨浦；江苏_南京_江宁；陕西_西安,1938-1945,,,在杨浦地区学校强制推行日语教育，灌输奴化思想。；在南京及江苏推行奴化教育，篡改历史。；投敌后任伪教育部长，推行奴化教育。,未知,,A,甲级,省部级/大军区级要员,1940-1944年；1940-1945；1938-1945,,1938,1945,3
樊仲云,伪中央大学校长（上海）,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1941-1945,,,在杨浦地区（原沪江大学校址）主持伪教育机构，培养汉奸人才。,未知,,C,丙级,基层头目,1941-1945年,,1941,1945,1
赵叔雍,伪上海特别市文化运动委员会主任,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1942-1945,,,在杨浦地区组织“中日文化提携”活动，美化侵略。,未知,,C,丙级,基层头目,1942-1945年,,1942,1945,1
柳雨生,伪上海特别市新闻检查所长,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1943-1945,,,在杨浦地区查禁抗日报刊，迫害进步记者。,未知,,D,丁级,无明确职位或一般帮凶,1943-1945年,,1943,1945,1
金雄白,伪《平报》社长,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1940-1945,,,在杨浦地区发行汉奸报纸，散布投降言论。,未知,,D,丁级,无明确职位或一般帮凶,1940-1945年,,1940,1945,1
朱朴,伪《国民新闻》主编,hanjian,,,,,,,上海杨浦；辽宁沈阳大东,上海,杨浦,,,,上海_杨浦,1941-1945,,,在杨浦地区宣传“大东亚共荣”，为日军张目。,未知,,D,丁级,无明确职位或一般帮凶,1941-1945年,,1941,1945,1
陈彬和,伪《申报》社长（被日伪控制）,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1941-1945,,,在杨浦地区发行亲日报纸，歪曲事实。,未知,,D,丁级,无明确职位或一般帮凶,1941-1945年,,1941,1945,1
许念曾,伪上海特别市广播电台台长,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1942-1945,,,在杨浦地区播放日伪宣传节目，煽动民众投降。,未知,,D,丁级,无明确职位或一般帮凶,1942-1945年,,1942,1945,1
张一鹏,伪上海特别市律师公会会长,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1941-1945,,,为日伪迫害抗日人士提供法律辩护，助纣为虐。,未知,,C,丙级,基层头目,1941-1945年,,1941,1945,1
吴凯声,伪上海特别市高等法院院长,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1940-1945,,,在杨浦地区审判抗日志士，判处重刑。,未知,,D,丁级,无明确职位或一般帮凶,1940-1945年,,1940,1945,1
郁华,伪上海特别市地方法院院长,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1941-1945,,,在杨浦地区司法系统内为日伪服务，压制民权。,未知,,D,丁级,无明确职位或一般帮凶,1941-1945年,,1941,1945,1
陈伯藩,伪上海特别市沪东区地方法院推事,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1942-1945,,,在杨浦地区审理“政治犯”，罗织罪名。,未知,,D,丁级,无明确职位或一般帮凶,1942-1945年,,1942,1945,1
周越然,伪上海特别市沪东区教育督学,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1943-1945,,,在杨浦地区学校检查奴化教育执行情况。,未知,,D,丁级,无明确职位或一般帮凶,1943-1945年,,1943,1945,1
徐朗西,伪上海特别市沪东区青年团团长,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1942-1945,,,在杨浦地区组织汉奸青年团体，为日军募兵。,未知,,C,丙级,基层头目,1942-1945年,,1942,1945,1
陈日平,伪上海特别市沪东区妇女会会长,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1943-1945,,,在杨浦地区组织妇女慰劳日军，鼓吹“贤妻良母”奴化思想。,未知,,C,丙级,基层头目,1943-1945年,,1943,1945,1
黄大伟,伪上海特别市沪东区保安团长,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1941-1945,,,在杨浦地区组建伪保安团，协助日军扫荡。,未知,,C,丙级,基层头目,1941-1945年,,1941,1945,1
刘德裕,伪上海特别市沪东区情报站长,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1940-1945,,,在杨浦地区发展汉奸线人，破坏地下抗日网络。,未知,,D,丁级,无明确职位或一般帮凶,1940-1945年,,1940,1945,1
马啸天,伪特工总部（76号）沪东区行动组长,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1940-1943,,,在杨浦地区（如定海路、隆昌路）实施绑架和暗杀。,未知,,D,丁级,无明确职位或一般帮凶,1940-1943年,,1940,1943,1
杨杰,伪上海特别市沪东区宪兵队翻译,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1942-1945,,,为日军宪兵队充当翻译，在杨浦地区刑讯逼供抗日人士。,未知,,C,丙级,基层头目,1942-1945年,,1942,1945,1
王天木,伪特工总部（76号）顾问,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1939-1943,,,参与策划在杨浦地区袭击抗日组织，后投靠日军。,未知,,D,丁级,无明确职位或一般帮凶,1939-1943年,,1939,1943,1
陈恭澍,伪特工总部（76号）特派员（叛变后）,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1941-1945,,,原军统人员叛变后，在杨浦地区协助日伪抓捕旧同事。,未知,,C,丙级,基层头目,1941-1945年,,1941,1945,1
李开峰,伪上海特别市沪东区码头工会会长,hanjian,,,,,,,上海杨浦,上海,杨浦,,,,上海_杨浦,1942-1945,,,控制杨浦区码头工人，强迫为日军装卸军火。,未知,,C,丙级,基层头目,1942-1945年,,1942,1945,1
